DIRECTORIO;SECUENCIA_P;TAM_HOGAR;ORDEN;P3271;P6040;P6050;P6070;P6090;P6100;P6110;P6120;P6160;P6170;P3041;P3042;P3042S1;P3042S2;CLASE;P400;P401;P402;P403;P404;P3564;P405;P408;P409;P410;P410S1;P411;P411S1;P412;P412S1;P413;P414;P415;P416;P420;P3131S1;P3131S1A1;P3131S1A2;P3131S2;P3131S2A1;P3131S2A2;P3131S3;P3131S3A1;P3131S3A2;P3132S1;P3132S1A1;P3132S1A2;P3132S2;P3132S2A1;P3132S2A2;P3132S3;P3132S3A1;P3132S3A2;P3133S1;P3133S1A1;P3133S1A2;P3133S2;P3133S2A1;P3133S2A2;P3133S3;P3133S3A1;P3133S3A2;P3134S1;P3134S1A1;P3134S1A2;P3134S2;P3134S2A1;P3134S2A2;P3134S3;P3134S3A1;P3134S3A2;P3135S1;P3135S1A1;P3135S1A2;P3135S2;P3135S2A1;P3135S2A2;P3135S3;P3135S3A1;P3135S3A2;P3136S1;P3136S1A1;P3136S1A2;P3136S2;P3136S2A1;P3136S2A2;P3136S3;P3136S3A1;P3136S3A2;P3137;P3137S1;P3137S2;P3138;P3138S1;P3138S2;P3139;P3139S1;P3139S2;P3141;P3141S1;P3141S2;P3142;P3142S1;P3142S2;P3143;P3143S1;P3143S2;P3144;P3144S1;P3144S2;P3145;P3145S1;P3145S2;P3502;P3502S1;P3502S2;P3503;P3503S1;P3503S2;P3504;P3504S1;P3504S2;P423;RAMA4D_R4;RAMA2D_R4;FEX_C;AREA;OFICIO_C8
7596159;1;3;3;1;8;8;;1;3;;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;94.436978889;52;
7596161;1;4;3;1;12;3;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;98.300654217;52;
7596162;1;2;2;1;17;6;6;1;3;;;1;1;2;10;1;912;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;1;1;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;32.68723423;52;
7596164;1;4;3;1;17;3;6;1;3;;;1;2;;5;1;;1;1;;;;;1;3;1;350000;2;;2;;2;;;1;48;10;2;2;;;2;;;2;;;1;3;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;4111;41;81.221558866;52;7112
7596164;1;4;4;1;8;3;;1;3;;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;1;1;1;2;;;2;;;1;1;1;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;81.221558866;52;
7596165;1;4;4;1;15;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;4;2;2;;;2;;;1;1;2;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;1;5;2;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;50.525126461;52;
7596167;1;4;4;1;11;3;6;1;2;5;;1;1;1;3;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;4;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;40.610779433;52;
7596168;1;4;3;2;14;3;6;1;1;5;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;229.72597407;54;
7596168;1;4;4;2;9;3;;1;1;5;;1;1;1;3;4;;1;3;2;2;2;1;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;229.72597407;54;
7596169;1;5;3;2;6;8;;1;3;;;2;1;1;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;125.18773626;54;
7596169;1;5;4;2;5;8;;2;;;;2;2;;1;0;;1;6;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;125.18773626;54;
7596171;1;3;3;1;9;8;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;121.20265857;54;
7596172;1;3;3;1;17;3;6;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;1;7;2;2;;;2;;;1;7;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;417.87652266;54;
7596175;1;4;4;2;12;8;6;1;1;5;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;121.20265857;54;
7596177;1;2;2;1;10;3;6;1;1;5;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;121.67883049;54;
7596178;1;5;4;1;17;3;6;1;1;5;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;3;2;;;2;;;1;7;3;2;;;2;;;1;7;3;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;139.45500844;54;
7596178;1;5;5;1;6;3;;1;1;5;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;139.45500844;54;
7596179;1;3;3;1;13;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;99.289224695;54;
7596180;1;3;3;2;17;8;6;1;3;;;1;1;1;5;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;2;2;;;2;;;1;2;2;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;79.224000697;54;
7596181;1;4;4;1;10;3;6;1;3;;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;131.30371183;54;
7596182;1;4;4;1;11;8;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;135.12660036;54;
7596187;1;6;3;2;5;3;;1;3;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;207.47717109;54;
7596188;1;3;3;1;12;8;6;1;2;5;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;201.36563803;54;
7596189;1;4;4;2;13;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;209.16182773;54;
7596190;1;5;5;1;6;8;;1;2;5;;1;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;221.22211074;54;
7596191;1;6;5;2;6;8;;1;1;5;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;318.08378735;54;
7596194;1;6;3;1;17;3;6;1;3;;;1;1;2;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;143.96074988;54;
7596194;1;6;4;2;14;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;143.96074988;54;
7596195;1;3;2;1;17;3;6;1;1;5;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;408.91155968;54;
7596195;1;3;3;1;10;3;6;1;1;5;;1;1;1;3;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;408.91155968;54;
7596200;1;3;2;2;17;3;6;1;1;5;;1;1;1;5;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;3;4;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;125.03975994;54;
7596200;1;3;3;2;11;3;6;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;125.03975994;54;
7596201;1;3;3;2;14;3;6;1;1;5;;1;1;2;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;85.682688888;54;
7596203;1;5;5;1;11;8;6;1;1;5;;1;1;2;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;94.058140319;54;
7596204;1;2;2;2;7;3;;1;3;;;1;1;2;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;95.485757814;54;
7596205;1;3;3;1;7;3;;2;;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;121.63946597;54;
7596206;2;4;3;1;13;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;3;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;166.89175615;54;
7596206;2;4;4;1;9;3;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;166.89175615;54;
7596207;1;4;3;1;13;3;6;1;1;5;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;2;2;;;2;;;1;3;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;185.16502418;54;
7596207;1;4;4;1;6;3;;1;1;5;;2;2;;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;185.16502418;54;
7596208;1;3;3;2;17;3;6;1;1;5;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;1;2;1;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;72.092723172;54;
7596211;1;3;3;2;5;3;;1;1;5;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;184.54969907;54;
7596221;1;3;3;2;15;3;6;1;1;5;;1;1;2;4;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;112.25482346;54;
7596226;1;4;3;1;12;3;6;1;2;5;;1;1;2;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;162.01939616;54;
7596226;1;4;4;1;8;3;;1;2;5;;1;1;2;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;162.01939616;54;
7596233;1;3;3;1;15;3;6;1;1;5;;1;1;2;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;131.72181422;54;
7596237;1;4;3;2;12;8;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;122.09712399;54;
7596241;1;3;3;1;6;3;;1;3;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;138.32398586;54;
7596244;2;2;2;2;5;3;;1;3;;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;117.47208348;54;
7596247;1;6;3;2;10;3;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;195.69540651;54;
7596247;1;6;4;1;8;3;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;195.69540651;54;
7596247;1;6;5;2;5;3;;1;3;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;195.69540651;54;
7596248;1;3;3;2;11;8;6;1;3;;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;98.086258637;54;
7596249;1;3;2;2;15;3;6;1;1;5;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;1;3;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;74.448227014;54;
7596249;1;3;3;2;15;3;6;1;1;5;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;1;3;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;74.448227014;54;
7596250;1;3;3;2;15;3;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;6;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;72.407029739;54;
7596254;1;5;5;2;12;9;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;1;1;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;110.77906851;54;
7596256;1;4;3;2;10;3;6;1;3;;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;178.9179463;54;
7596256;1;4;4;1;5;3;;1;3;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;178.9179463;54;
7596259;1;4;3;1;15;3;6;1;3;;;1;1;1;4;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;5;1;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;165.52290092;54;
7596259;1;4;4;1;14;3;6;1;3;;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;5;1;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;165.52290092;54;
7596266;1;2;2;2;17;3;6;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;2;2;;;2;;;1;3;2;2;;;2;;;1;4;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;66.170043735;66;
7596279;1;4;4;2;14;8;6;1;3;;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;71.440206771;66;
7596282;1;3;2;2;9;3;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;86.211022863;66;
7596282;1;3;3;1;5;3;;1;3;;;2;1;1;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;86.211022863;66;
7596288;1;3;3;1;15;3;6;2;;;;1;2;;4;3;;1;4;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;1;1;2;2;;;2;;;1;4;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;81.743274401;66;
7596291;1;2;2;2;17;3;6;1;1;5;;1;2;;5;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;2;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;42.5891946;66;
7596293;1;5;3;2;16;3;6;1;3;;;1;1;1;5;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;1;1;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;108.41136937;66;
7596298;1;4;3;2;8;3;;1;1;5;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;225.32568368;99;
